1528759241.111031,7155162,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.112034,7155163,18FEF000,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.112034,7155163,18FE9900,8,00,9A,FF,FF,FF,FF,FF,FF
1528759241.115030,7155167,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.116026,7155167,0CFD9200,8,F0,FF,FF,FF,FF,FF,FF,FF
1528759241.121025,7155172,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.122047,7155173,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.131069,7155182,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.136035,7155187,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.136035,7155187,18FEF100,8,FF,00,00,FC,33,00,1F,CF
1528759241.142072,7155193,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.146026,7155197,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.151068,7155202,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.152029,7155203,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.156034,7155207,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.156034,7155207,18FEF200,8,00,00,00,00,0E,06,FF,FF
1528759241.161031,7155212,18FDB400,8,20,1D,FF,FE,FF,FF,FF,FF
1528759241.162068,7155213,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.171076,7155222,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.171076,7155222,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.172027,7155223,18FEE000,8,97,44,31,00,80,44,31,00
1528759241.176024,7155227,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.176024,7155227,18ECFF00,8,20,42,00,0A,FF,CA,FE,00
1528759241.181030,7155232,18FDB300,8,FF,FF,FF,FE,FF,FF,FF,FF
1528759241.181030,7155232,18F00100,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.182032,7155233,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.191075,7155242,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.196042,7155247,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.196042,7155247,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.201045,7155252,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.201045,7155252,18F0000F,8,F0,7D,7D,FF,0F,FF,FF,FF
1528759241.202042,7155253,18FE5600,8,00,28,FF,FF,1F,FF,00,FF
1528759241.202042,7155253,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.212091,7155263,18FDB200,8,FF,FF,FF,FF,FF,FE,FF,FF
1528759241.216072,7155267,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.216072,7155268,18FEF000,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.221032,7155272,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.226085,7155277,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.226085,7155277,18FFB700,8,00,00,04,FF,FF,FF,FF,FF
1528759241.227088,7155278,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.230128,7155282,18FD8C00,8,FF,FF,FF,FE,FF,FF,FF,FF
1528759241.231088,7155282,18EBFF00,8,01,57,FF,5B,00,04,01,64
1528759241.236126,7155287,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.241079,7155292,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.241079,7155292,18FEF100,8,FF,00,00,FC,33,00,1F,CF
1528759241.247128,7155298,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.250127,7155302,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.251079,7155302,18FEC100,8,91,B0,CF,04,CE,B2,CF,04
1528759241.256184,7155307,18FD2000,8,FF,FE,FF,FF,FF,FF,FF,FF
1528759241.256184,7155308,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.257115,7155308,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.260164,7155312,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
